"","Country","invest","energi","fund","act","infrastructur","million","job","support","project","electr","renew","clean","doe","develop","financ","recoveri","hydrogen","effici","facil","green","transport","technologi","billion","budget","ga","program","sector","build","govern","carbon","power","commun","product","advanc","corpor","covid","packag","vehicl","wind","coal","incent","industri","railwai","relief","transit","approv","award","ccff","econom","emiss","region","research","scheme","subsidi","announc","complementari","increas","innov","oil","secur","solar","storag","tax","batteri","climat","deal","improv","includ","municip","plan","public","usd","acceler","decarbon","digit","germani","implement","launch","promot","south","addit","airport","australian","compani","emerg","euro","farm","grant","grid","indian","initi","limit","measur","nation","system","airlin","appropri","bailout","bill","cabinet","captur","charg","citi","consolid","cost","eur","home","hub","loan","reduc","resili","rio","york","air","canada","car","chang","consum","ev","feder","german","india","inr","introduct","link","manufactur","market","network","nuclear","oper","plant","rescu","solut","stimulu","agenc","american","automot","beneficiari","bnde","bu","busi","care","challeng","combat","connect","creat","credit","data","depart","due","environment","fleet","fossil","franc","grand","hous","januari","low","mine","nort","offshor","payment","pledg","price","produc","purchas","residenti","road","servic","ship","social","soe","speed","strengthen","sustain","train","transmiss","truck","upgrad","worth","access","afford","agricultur","alloc","arena","author","auto","aviat","bank","base","capac","commerci","compon","consumpt","coronaviru","crisi","custom","cut","distribut","establish","expand","expans","extens","fast","geotherm","heat","hit","leas","local","london","manag","modern","mw","natur","opportun","oregon","provid","rail","rebat","reduct","reserv","retrofit","school","são","tui","turbin","union","unit","univers","waiv","abhiyan","ac","action","airwai","altern","aluminium","amend","ammonia","amtrak","annual","assist","atma","australia","automobil","av","bharat","biofuel","blend","bond","bonu","boost","british","caiçara","california","cefc","certif","collect","commiss","commit","compens","conserv","construct","convers","cover","cycl","de","deploy","direct","discount","domest","electrif","electrolys","empir","enabl","ethanol","eu","europ","evacu","exempt","exist","explor","extra","financi","free","fuel","fusion","gasif","gener","greenhous","growth","hydro","hydroelectr","indonesia","instal","integr","interconnect","laboratori","launchpad","led","lend","levi","liquid","lombardi","loss","lpg","main","mantri","mass","medium","microgrid","mile","miner","mobil","modernis","month","neutral","nirbhar","north","northern","offic","park","peopl","petrochem","phase","pilbara","pilot","pipelin","plc","port","pradhan","prize","procur","programm","propos","pt","pv","rais","ratl","realiz","reform","regulatori","rent","replac","resourc","retail","safe","save","set","sign","simultan","smart","smelter","station","street","supplier","territori","test","track","traffic","transform","underserv","util","va","vento","victorian","wave","yara","yojana","abandon","abat","acc","accler","achiev","activ","address","administr","adopt","aerospac","africa","african","ag","agig","agreement","agrisolar","agro","aircraft","alagoa","alberta","alcoa","algoma","amapá","ambiti","aministr","amount","api","applianc","applic","arc","areia","arpa","art","atco","attach","augment","avelino","awar","b.v","bahia","bahn","baker","baraúna","barbosa","begin","benefit","bight","bihar","bike","bio","blade","bologna","border","borrow","brazilian","bridg","brl","bui","buse","calabria","calam","call","campaign","canadian","cancel","capabl","capit","cc","cell","center","centr","central","chain","channel","chemistri","cinema","civilian","cleantech","cluster","coalfield","code","cold","colleg","columbia","comeback","competit","complex","compress","comput","condor","congreg","context","continu","contract","control","cool","corridor","countrywid","critic","cruis","cruiseship","cylind","dai","daintre","darl","darwin","decarbonis","decentr","decis","decreas","decreto","deduct","deep","defer","deferr","dehk’è","deliv","demand","deparmt","depend","destroi","deutsch","diagon","diesel","disadvantag","disast","distributor","ditch","domingo","dramat","drive","driven","dumper","eas","eastern","easyjet","edg","educ","eesl","effect","effienc","effort","electrifi","electromobl","encourag","engi","enhanc","entir","equiti","ethan","excel","exchang","excis","exclus","expens","export","express","extract","facilit","farmer","feasibl","fee","fertil","fertilis","field","fiscal","flexibl","flow","fluctuat","fly","footprint","foreign","frank","freight","friendli","furnac","futur","garib","garuda","gasolin","gazprom","geelong","geolog","ghnf","glass","goal","grade","grosso","ground","grow","hard","hbiip","healthi","healthier","highwai","honda","hour","hugh","hybrid","iberdrola","ii","impact","incentiv","incom","incorpor","indigen","infrastractur","infus","inject","insur","intern","iron","island","jandaíra","jerusalem","jkspdc","joint","josé","judici","justic","kalyan","karara","katherin","kei","kerala","kereta","kick","km","labor","lacerda","laje","legislatur","level","liabil","lignit","line","lithium","live","locat","lower","luzia","maharashtra","mainstream","mamed","maritim","massachusett","materi","mato","matur","mayor","mechan","methan","methanol","metropolitan","mexico","modif","modul","motor","mou","multifamili","museum","neighborhood","neoen","nera","nextcar","nhpc","nissan","node","northwest","ocean","odisha","ofgem","orphan","outlet","overcom","owner","pact","padova","pandem","paraíba","partial","particip","partner","partnership","pass","passeng","peak","pedro","peg","pemex","pennsylvania","perform","pertamina","pfc","photovolta","piauí","pln","polici","pont","portland","postpon","pound","ppa","practic","pradesh","pre","predevelop","prevent","princeton","privat","process","profit","program:compens","progress","prolong","provinc","provis","publicli","pump","punjab","qualiti","quarri","quebec","queensland","quickli","r","railroad","ramp","rapid","rate","rcl","react","reactor","rebuild","rec","receiv","refin","refineri","reggio","regist","regul","reliabl","religi","renewbal","requalif","requir","respons","restart","result","revamp","revers","riachuelo","rilancio","roll","roof","rooftop","round","rub","rui","russian","ryanair","sabugi","salerno","sandbox","sandia","santa","saskatchewan","schlumberg","scienc","scooter","scottish","scrappag","secl","secondari","select","sento","serv","session","shanxi","share","shore","shoresid","sjvn","sourc","southern","sovereign","space","specif","spend","steel","steelmak","stock","strateg","strategi","streetlight","string","structur","studi","subvent","supertruck","supplement","suppli","survei","swell","symbiosi","sé","talcher","target","tariff","temporari","tender","term","tfl","theatr","thermal","time","tool","total","town","trade","trader","tranch","transfer","translat","twelv","type","u.","ujjwala","umburana","underground","unlock","urea","usg","utsr","uttar","vale","vanadium","ventur","vessel","vicenza","victoria","virginia","viva","volum","waiver","walk","wallbox","wast","west","wildfir","win","wizz","workforc","workplac","yorker","yuan","zone"
"1","Argentina",0.0331235508446505,0.0993706525339517,0,0,0,0,0,0.0331235508446505,0,0,0.0331235508446505,0,0,0.0331235508446505,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0.0662471016893011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Australia",0.132494203378602,0.364359059291156,0.231864855912554,0.0331235508446505,0.0662471016893011,0.662471016893011,0,0.0662471016893011,0.132494203378602,0.132494203378602,0.264988406757204,0.198741305067903,0,0.165617754223253,0.0331235508446505,0,0.430606160980457,0.0662471016893011,0.0662471016893011,0,0,0.0331235508446505,0,0.132494203378602,0.0662471016893011,0.0662471016893011,0,0.0331235508446505,0.231864855912554,0.0662471016893011,0.0331235508446505,0,0,0.0331235508446505,0,0,0,0.0993706525339517,0.0331235508446505,0,0,0.0331235508446505,0,0.0331235508446505,0,0,0,0,0,0,0.0993706525339517,0.0331235508446505,0.0993706525339517,0.0662471016893011,0.132494203378602,0,0,0.0331235508446505,0.0331235508446505,0,0,0.0993706525339517,0,0.132494203378602,0,0.0331235508446505,0.0331235508446505,0.132494203378602,0,0.0331235508446505,0,0,0,0,0,0,0.0662471016893011,0,0,0.0993706525339517,0.0662471016893011,0,0.231864855912554,0.0331235508446505,0.0331235508446505,0,0.0331235508446505,0.0331235508446505,0,0,0,0,0,0,0.0331235508446505,0,0,0,0.0993706525339517,0,0.0662471016893011,0.0331235508446505,0,0,0,0,0.0662471016893011,0.165617754223253,0,0,0,0,0,0,0,0,0,0,0,0.0662471016893011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662471016893011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0.0331235508446505,0,0,0.0331235508446505,0,0,0,0,0,0.0993706525339517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662471016893011,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0.0662471016893011,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0.0331235508446505,0,0,0.0662471016893011,0,0.0662471016893011,0,0.0331235508446505,0.0331235508446505,0,0.0662471016893011,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0.0662471016893011,0.0662471016893011,0.0331235508446505,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0.0662471016893011,0,0,0,0,0,0,0,0.0662471016893011,0.0331235508446505,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0.0662471016893011,0,0,0,0,0,0,0,0,0,0,0,0,0.0662471016893011,0.0662471016893011,0,0,0,0,0,0,0,0.0331235508446505,0.0331235508446505,0,0.0331235508446505,0,0,0,0.0662471016893011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0.0662471016893011,0,0,0,0.0331235508446505,0,0.0662471016893011,0,0,0,0,0,0,0.0662471016893011,0,0.0662471016893011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0.0331235508446505,0.0331235508446505,0.0331235508446505,0,0,0,0,0,0,0,0,0.0331235508446505,0,0.0331235508446505,0.0331235508446505,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0.0331235508446505,0,0.0331235508446505,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0.0331235508446505,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505,0,0,0,0.0331235508446505,0,0.0331235508446505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331235508446505
